(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(220778, -97, 5);[5, 80, 300, 400, 5];790;התשפה;58199;(4, 19, 4, 3, 58199);הכהן;1;(4, 19, 4, 10, 220778);ולקח אלעזר הכהן מדמה באצבעו והזה אל נכח פני אהל מועד מדמה שבע פעמים
(201560, -70, 5);[5, 80, 300, 400, 5];790;התשפה;53139;(4, 7, 73, 20, 53139);למנחה;5;(4, 7, 73, 82, 201560);קרבנו קערת כסף אחת שלשים ומאה משקלה מזרק אחד כסף שבעים שקל בשקל הקדש שניהם מלאים סלת בלולה בשמן למנחה
(267189, -61, 5);[5, 80, 300, 400, 5];790;התשפה;70117;(5, 9, 28, 9, 70117);יהוה;2;(5, 9, 28, 34, 267189);פן יאמרו הארץ אשר הוצאתנו משם מבלי יכלת יהוה להביאם אל הארץ אשר דבר להם ומשנאתו אותם הוציאם להמתם במדבר
(191213, -55, 5);[5, 80, 300, 400, 5];790;התשפה;50446;(4, 3, 22, 8, 50446);פקדיהם;5;(4, 3, 22, 32, 191213);פקדיהם במספר כל זכר מבן חדש ומעלה פקדיהם שבעת אלפים וחמש מאות
(16913, -50, 5);[5, 80, 300, 400, 5];790;התשפה;4530;(1, 14, 16, 10, 4530);השיב;1;(1, 14, 16, 30, 16913);וישב את כל הרכש וגם את לוט אחיו ורכשו השיב וגם את הנשים ואת העם
(109541, -40, 5);[5, 80, 300, 400, 5];790;התשפה;28966;(2, 21, 35, 7, 28966);רעהו;3;(2, 21, 35, 20, 109541);וכי יגף שור איש את שור רעהו ומת ומכרו את השור החי וחצו את כספו וגם את המת יחצון
(94842, -36, 5);[5, 80, 300, 400, 5];790;התשפה;25026;(2, 12, 16, 2, 25026);הראשון;1;(2, 12, 16, 6, 94842);וביום הראשון מקרא קדש וביום השביעי מקרא קדש יהיה לכם כל מלאכה לא יעשה בהם אך אשר יאכל לכל נפש הוא לבדו יעשה לכם
(277569, -32, 5);[5, 80, 300, 400, 5];790;התשפה;72797;(5, 16, 18, 9, 72797);אלהיך;3;(5, 16, 18, 34, 277569);שפטים ושטרים תתן לך בכל שעריך אשר יהוה אלהיך נתן לך לשבטיך ושפטו את העם משפט צדק
(175106, -20, 5);[5, 80, 300, 400, 5];790;התשפה;46377;(3, 22, 11, 12, 46377);הם;1;(3, 22, 11, 40, 175106);וכהן כי יקנה נפש קנין כספו הוא יאכל בו ויליד ביתו הם יאכלו בלחמו
(228279, -12, 5);[5, 80, 300, 400, 5];790;התשפה;60226;(4, 23, 14, 6, 60226);הפסגה;5;(4, 23, 14, 23, 228279);ויקחהו שדה צפים אל ראש הפסגה ויבן שבעה מזבחת ויעל פר ואיל במזבח
(233821, -7, 5);[5, 80, 300, 400, 5];790;התשפה;61594;(4, 26, 63, 3, 61594);משה;3;(4, 26, 63, 11, 233821);אלה פקודי משה ואלעזר הכהן אשר פקדו את בני ישראל בערבת מואב על ירדן ירחו
(143840, -100, 4);[5, 80, 300, 400];785;תשפה;37910;(3, 3, 9, 7, 37910);האליה;1;(3, 3, 9, 29, 143840);והקריב מזבח השלמים אשה ליהוה חלבו האליה תמימה לעמת העצה יסירנה ואת החלב המכסה את הקרב ואת כל החלב אשר על הקרב
